open_time,open,high,low,close,volume
1750118400000,123.18,128.0,122.68,127.17,70981050.0
1750204800000,127.44,127.87,125.51,126.67,51366530.0
1750291200000,126.94,127.35,125.0,125.92,47831440.0
1750377600000,125.82,126.66,123.4,124.27,46445250.0
1750636800000,124.88,125.82,123.51,124.28,42578240.0
1750723200000,124.25,125.4,122.86,125.13,39648080.0
1750809600000,125.01,126.99,124.53,126.35,42176260.0
1750896000000,126.4,128.24,125.43,126.69,36709800.0
1750982400000,126.76,128.19,125.57,127.59,53371930.0
1751068800000,127.62,128.15,127.2,127.48,3494040.0
1751155200000,127.4,128.0,126.73,127.1,5101930.0
1751241600000,127.08,130.55,126.3,129.89,65986930.0
1751328000000,129.98,131.17,127.9,128.26,53430410.0
1751414400000,128.45,129.2,126.26,127.11,45445110.0
1751500800000,127.12,129.4,126.3,127.85,48314630.0
1751587200000,127.39,128.8,126.6,127.83,35326400.0
1751673600000,127.72,127.91,127.41,127.7,896090.0
1751760000000,127.53,127.78,127.31,127.53,835850.0
1751846400000,127.83,127.83,123.33,124.02,49760980.0
1751932800000,123.7,124.7,120.89,121.03,48836530.0
1752019200000,121.02,122.16,118.11,119.67,59248710.0
1752105600000,120.0,121.42,119.37,120.32,37475380.0
1752192000000,120.33,120.59,116.02,116.24,61242280.0
1752278400000,116.39,116.9,116.26,116.69,3068580.0
1752364800000,116.9,116.9,115.0,116.37,8661120.0
1752451200000,116.24,122.5,115.15,122.3,92914450.0
1752537600000,122.5,122.8,121.17,121.63,41481520.0
1752624000000,121.79,123.8,120.85,122.83,55391840.0
1752710400000,122.85,123.6,120.63,120.8,38041300.0
1752796800000,120.76,126.85,120.11,126.75,90816870.0
1752883200000,126.76,129.58,126.58,128.21,15567430.0
1752969600000,129.39,129.81,127.77,128.23,7479500.0
1753056000000,128.39,128.89,126.67,128.34,50912780.0
1753142400000,128.15,129.63,127.3,129.07,44261960.0
1753228800000,129.1,130.3,128.8,129.2,50133820.0
1753315200000,129.01,129.69,127.01,128.04,32916610.0
1753401600000,128.25,129.15,125.67,126.5,56385550.0
1753488000000,126.63,126.82,126.19,126.44,1929200.0
1753574400000,126.25,126.42,125.8,125.87,1849900.0
1753660800000,126.05,126.05,122.02,122.86,65986270.0
1753747200000,123.28,123.91,122.05,122.69,39206960.0
1753833600000,122.7,122.89,121.0,121.34,27774960.0
