open_time,open,high,low,close,volume
1750118400000,4003.0,4085.0,3984.0,4072.0,687738.0
1750204800000,4082.0,4109.0,4036.5,4038.5,543538.0
1750291200000,4042.0,4080.0,4030.0,4053.0,587198.0
1750377600000,4061.0,4088.5,4030.0,4045.5,471366.0
1750636800000,4045.5,4062.0,3994.0,4007.5,513993.0
1750723200000,4008.0,4118.0,3986.0,4106.0,747576.0
1750809600000,4109.5,4186.0,4080.0,4145.0,895716.0
1750896000000,4146.5,4171.0,4106.0,4135.5,357434.0
1750982400000,4145.5,4182.5,4125.0,4175.0,348108.0
1751068800000,4178.0,4185.0,4169.0,4173.0,14969.0
1751155200000,4173.0,4188.5,4166.0,4169.0,29052.0
1751241600000,4176.0,4190.0,4133.5,4167.0,553927.0
1751328000000,4175.0,4210.0,4150.0,4168.5,739162.0
1751414400000,4169.0,4177.5,4105.5,4131.0,590040.0
1751500800000,4132.0,4197.5,4108.5,4121.5,601380.0
1751587200000,4121.0,4155.0,4076.5,4088.5,537604.0
1751673600000,4097.5,4105.5,4082.0,4083.5,12087.0
1751760000000,4084.0,4088.5,4071.5,4079.0,11328.0
1751846400000,4088.5,4120.5,4056.0,4060.0,359695.0
1751932800000,4074.0,4139.0,4037.0,4090.5,851550.0
1752019200000,4090.0,4185.0,4068.0,4161.5,878826.0
1752105600000,4168.0,4188.0,4121.0,4167.5,349556.0
1752192000000,4169.5,4169.5,3980.0,3993.0,886521.0
1752278400000,3993.0,4013.5,3990.0,3995.0,21683.0
1752364800000,4000.0,4012.0,3983.0,3993.5,24117.0
1752451200000,3993.0,4160.0,3955.5,4143.0,1129496.0
1752537600000,4143.0,4277.5,4122.5,4242.0,1061188.0
1752624000000,4243.0,4340.5,4243.0,4329.5,780693.0
1752710400000,4338.0,4370.5,4242.0,4259.0,745777.0
1752796800000,4255.0,4418.0,4250.5,4401.0,1073505.0
1752883200000,4401.0,4448.0,4401.0,4418.0,71383.0
1752969600000,4440.0,4440.0,4402.5,4415.5,26702.0
1753056000000,4415.5,4448.0,4380.0,4395.5,631895.0
1753142400000,4395.0,4430.0,4337.0,4388.0,502672.0
1753228800000,4377.0,4442.5,4337.0,4372.5,775039.0
1753315200000,4383.5,4399.0,4284.5,4300.0,546153.0
1753401600000,4297.5,4346.5,4227.5,4247.0,1170926.0
1753488000000,4259.5,4271.0,4250.0,4269.0,31014.0
1753574400000,4268.0,4270.0,4254.5,4263.0,22075.0
1753660800000,4263.5,4316.0,4127.0,4185.0,1271246.0
1753747200000,4185.0,4236.0,4130.0,4154.5,837039.0
1753833600000,4160.0,4193.0,4136.0,4159.0,481626.0
1753920000000,4165.0,4213.5,4152.0,4181.0,443939.0
1754006400000,4182.5,4220.0,4074.5,4123.5,837282.0
1754265600000,4131.0,4182.0,4121.0,4178.5,419163.0
1754352000000,4187.5,4209.0,4164.0,4190.0,531706.0
1754438400000,4200.0,4350.0,4158.0,4274.0,1168182.0
1754524800000,4297.5,4417.5,4263.0,4370.0,1259551.0
1754611200000,4377.0,4420.0,4313.5,4418.5,590007.0
1754870400000,4425.5,4459.0,4378.5,4405.0,873356.0
1754956800000,4405.0,4430.0,4350.0,4394.0,467519.0
1755043200000,4409.0,4438.0,4325.0,4336.0,410565.0
1755129600000,4352.5,4407.0,4316.0,4374.5,669147.0
1755216000000,4380.0,4420.0,4359.0,4410.0,486636.0
1755302400000,4364.0,4364.0,4277.0,4355.5,90284.0
1755388800000,4355.5,4369.5,4338.0,4342.0,16544.0
1755475200000,4345.0,4509.5,4325.5,4506.0,1131939.0
1755561600000,4507.0,4525.5,4407.5,4438.5,706008.0
1755648000000,4438.5,4464.0,4362.5,4380.5,423479.0
1755734400000,4380.5,4416.0,4281.0,4290.0,632512.0
1755820800000,4299.5,4359.0,4265.0,4342.0,469457.0
1755907200000,4342.0,4356.0,4342.0,4346.0,18250.0
1755993600000,4345.0,4349.5,4325.0,4336.0,16158.0
1756080000000,4342.0,4367.5,4280.0,4343.5,384595.0
1756166400000,4344.0,4398.0,4343.5,4377.0,265780.0
1756252800000,4379.5,4392.5,4327.0,4343.0,401795.0
1756339200000,4343.0,4354.0,4283.5,4309.0,338192.0
1756425600000,4311.0,4333.0,4275.5,4282.5,339398.0
1756512000000,4293.5,4299.0,4280.0,4280.5,20113.0
1756598400000,4287.0,4305.0,4285.0,4296.0,19746.0
1756684800000,4298.0,4329.5,4275.0,4282.5,329110.0
1756771200000,4285.0,4309.0,4255.0,4288.0,428999.0
1756857600000,4290.0,4322.0,4244.0,4290.0,316335.0
1756944000000,4296.5,4320.0,4277.0,4299.5,302791.0
1757030400000,4303.0,4349.5,4301.5,4341.0,311666.0
1757116800000,4342.0,4355.0,4341.0,4354.0,20131.0
1757203200000,4354.0,4361.0,4350.5,4356.0,22636.0
1757289600000,4356.0,4413.0,4325.0,4405.0,631036.0
1757376000000,4405.0,4425.0,4355.5,4375.0,453442.0
1757462400000,4375.0,4383.0,4312.0,4323.5,344955.0
1757548800000,4320.0,4332.5,4279.5,4297.0,495988.0
1757635200000,4312.0,4312.0,4171.5,4200.0,673681.0
1757721600000,4220.5,4222.0,4200.0,4202.0,18356.0
1757808000000,4202.0,4216.0,4193.0,4210.0,27033.0
1757894400000,4212.0,4221.0,4120.0,4150.0,427908.0
1757980800000,4157.5,4183.0,4058.5,4127.5,493769.0
1758067200000,4128.0,4164.0,4100.0,4161.0,448318.0
1758153600000,4161.5,4174.5,4100.5,4108.5,544863.0
1758240000000,4122.5,4168.0,4073.5,4080.0,695224.0
1758499200000,4079.5,4130.0,4026.5,4121.5,642139.0
1758585600000,4132.5,4166.5,4005.5,4052.0,624869.0
1758672000000,4061.0,4160.0,4007.0,4131.0,682092.0
1758758400000,4134.0,4167.0,4061.0,4084.0,482598.0
1758844800000,4085.0,4114.0,4067.5,4097.0,477678.0
1759104000000,4023.5,4065.5,3930.0,3940.0,727423.0
1759190400000,3941.0,3970.0,3911.5,3926.5,612111.0
1759276800000,3921.0,3957.0,3827.0,3845.0,595002.0
1759363200000,3846.0,3868.0,3742.0,3757.0,797558.0
1759449600000,3767.0,3828.0,3761.0,3764.0,563319.0
1759536000000,3766.0,3775.0,3695.5,3716.0,107043.0
1759622400000,3712.5,3748.0,3701.0,3745.0,41559.0
1759708800000,3750.0,3917.5,3747.5,3902.5,950815.0
1759795200000,3900.0,3945.0,3880.0,3918.0,521326.0
1759881600000,3928.0,3943.0,3724.5,3798.0,1039822.0
1759968000000,3813.0,3970.5,3659.5,3932.5,1472981.0
1760054400000,3932.5,3954.5,3802.0,3806.5,713423.0
1760140800000,3817.5,3829.5,3773.0,3825.0,40543.0
1760227200000,3832.0,3848.0,3821.5,3828.0,27867.0
1760313600000,3838.0,3911.5,3791.5,3822.5,709387.0
1760400000000,3822.5,3868.0,3760.5,3788.5,700862.0
1760486400000,3796.0,3844.0,3746.0,3792.0,442418.0
1760572800000,3791.5,4073.0,3787.0,4065.0,1083556.0
1760659200000,4073.0,4155.5,3982.0,4117.0,806008.0
1760745600000,4128.5,4208.5,4117.5,4185.0,157803.0
1760832000000,4181.5,4193.0,4153.5,4169.5,44783.0
1760918400000,4169.5,4181.0,4130.0,4155.0,356240.0
1761004800000,4147.5,4160.5,3857.0,3996.0,891692.0
1761091200000,4009.0,4028.0,3855.0,3905.0,853161.0
1761177600000,3827.5,3927.5,3812.0,3914.0,538201.0
1761264000000,3916.0,3952.0,3814.5,3841.5,665978.0
1761523200000,3850.0,3855.0,3770.0,3800.0,597035.0
1761609600000,3815.0,3888.0,3794.0,3887.5,610128.0
1761696000000,3888.0,4023.0,3863.0,3972.0,1254232.0
1761782400000,3972.0,4080.0,3966.5,4055.5,802909.0
1761868800000,4057.5,4088.0,3940.0,3978.5,529793.0
1761955200000,3987.0,4022.5,3973.5,4008.0,229790.0
1762128000000,4013.0,4104.5,4013.0,4077.0,298946.0
1762300800000,4069.5,4100.0,4033.0,4067.0,505994.0
1762387200000,4067.0,4085.0,4015.0,4043.0,245678.0
1762473600000,4039.0,4095.0,4024.5,4064.0,372211.0
1762560000000,4074.5,4113.0,4070.0,4085.0,63315.0
1762646400000,4086.5,4097.0,4082.5,4097.0,12150.0
